,0,1
1268,awful,"{'word': 'awful', 'count': 8, 'pages': {292, 268, 109, 242, 117}, 'contexts': ['and its been awful you wont go ', 'hot outside youre awful nice does it ', 'using up an awful amount of men ', 'four boys were awful we can stay ', 'except for the awful thing youve gotten ', 'a drink its awful dirty thats all ', 'it its an awful nuisance in the ', 'way but its awful they just keep '], 'chapters': {33, 36, 38, 17, 19}}"
1269,turned,"{'word': 'turned', 'count': 56, 'pages': {256, 141, 270, 271, 147, 149, 150, 277, 278, 156, 157, 30, 285, 296, 171, 44, 45, 299, 47, 301, 306, 309, 310, 183, 55, 312, 313, 315, 316, 317, 320, 193, 68, 197, 201, 205, 210, 211, 90, 219, 225, 226, 245, 248, 121, 124}, 'contexts': ['been away i turned her so i ', 'passed them and turned off on a ', 'river where tracks turned off from the ', 'and then we turned off and commenced ', 'came down and turned onto the main ', 'beyond where we turned off that road ', 'loose finally and turned around and touched ', 'lights were only turned on when some ', 'with her everything turned over inside of ', 'potato mashers he turned to me sure ', 'outside the mist turned to rain and ', 'i said it turned cold that night ', 'other windows and turned down a side ', 'long no we turned down a side ', 'he nodded and turned off to the ', 'started the waiter turned away under the ', 'the street and turned to the left ', 'the archway i turned to catherine her ', 'asked i had turned and faced him ', 'meat for rinaldi turned to the priest ', 'the flank were turned the best men ', 'and as it turned a corner into ', 'to them he turned to the girl ', 'bare branches bonello turned off and followed ', 'the one sergeant turned we have to ', 'i said they turned and started down ', 'ahead the road turned off to the ', 'other side and turned him over his ', 'bonello said he turned to me that ', 'the socket i turned with him and ', 'where flay then turned and went back ', 'flat then i turned around and fastened ', 'and when i turned away i saw ', 'rocks the road turned off from it ', 'greffi smiled and turned the glass with ', 'and the collar turned up and watched ', 'their cape collars turned up and their ', 'the other official turned to me is ', 'the second official turned away tobogganing he ', 'château and then turned to the right ', 'the wood-hauling track turned off then the ', 'all morning and turned the snow to ', 'the garden catherine turned on all the ', 'its headlights it turned into the driveway ', 'her face and turned a dial and ', 'quickly the doctor turned the dial and ', 'a dial that turned with a handle ', 'her face i turned the dial to ', 'the mask i turned it off it ', 'answered so i turned the handle and ', 'outside and i turned the light on ', 'stopped reading and turned off the light ', 'me now i turned the dial all ', 'not working i turned the dial to ', 'stretcher forward i turned away and walked ', 'fire was then turned back and ran '], 'chapters': {6, 8, 9, 11, 14, 19, 21, 23, 24, 25, 27, 28, 29, 30, 31, 34, 35, 37, 38, 40, 41}}"
1270,shut,"{'word': 'shut', 'count': 23, 'pages': {161, 323, 166, 302, 303, 208, 81, 51, 309, 151, 183, 282, 315, 30}, 'contexts': ['her eyes were shut i kissed both ', 'kissed both her shut eyes i thought ', 'stupidity we must shut up said manera ', 'now we will shut up manera said ', 'with the eyes shut a trench mortar ', 'and the grill shut and the fourth-floor ', 'right i said shut the door you ', 'a cord that shut the thick plush ', 'windows were all shut but the door ', 'you practically speaking shut up i will ', 'i said please shut up if you ', 'be my friend shut up i dont ', 'your friend then shut up all right ', 'and as i shut the door of ', 'isnt that treason shut up i said ', 'bonello said i shut up it was ', 'the morning to shut the windows and ', 'allied flags oh shut up say it ', 'say it again shut up you say ', 'went out and shut the door i ', 'away the doctor shut off the petcock ', 'the mask i shut off the gas ', 'the room and shut the door i '], 'chapters': {37, 6, 39, 40, 9, 41, 13, 23, 24, 25, 27, 29}}"
1271,crazy,"{'word': 'crazy', 'count': 25, 'pages': {291, 228, 293, 153, 91, 125}, 'contexts': ['probably a little crazy it was all ', 'because they go crazy there are some ', 'i would go crazy you are crazy ', 'crazy you are crazy i wish you ', 'if he was crazy the sooner i ', 'is that barber crazy no signorino he ', 'wonderful i was crazy about her i ', 'love you im crazy about you come ', 'you away im crazy in love with ', 'could make you crazy it never bothers ', 'i was nearly crazy perhaps i was ', 'perhaps i was crazy but now were ', 'get scotch and crazy tonight we wont ', 'am scotch and crazy but ill stop ', 'you were a crazy girl i was ', 'was a little crazy but i wasnt ', 'but i wasnt crazy in any complicated ', 'just a little crazy you ought to ', 'bloody thing is crazy down below they ', 'i would get crazy if i thought ', 'is the barman crazy no then please ', 'dont know how crazy i am about ', 'i was nearly crazy when i first ', 'just a little crazy im never that ', 'and im not crazy now im just '], 'chapters': {38, 14, 19, 23, 31}}"
1272,climbed,"{'word': 'climbed', 'count': 16, 'pages': {192, 288, 203, 44, 45, 174, 207, 210, 282, 61, 30}, 'contexts': ['where the girls climbed all over you ', 'a road that climbed up into the ', 'empty and we climbed through the hills ', 'again the road climbed steeply going up ', 'as the ambulance climbed along the road ', 'then finally it climbed quite fast i ', 'as the road climbed at the post ', 'on up we climbed the stairs and ', 'the wheel i climbed up beside him ', 'car barto aymo climbed up with bonello ', 'the two girls climbed in and sat ', 'and solid we climbed up the embankment ', 'come on i climbed down and crouched ', 'up but we climbed across on what ', 'and the road climbed steadily through the ', 'windows and we climbed the steep stone '], 'chapters': {37, 6, 8, 9, 25, 27, 29, 30}}"
1273,backward,"{'word': 'backward', 'count': 2, 'pages': {30, 55}, 'contexts': ['your cap on backward as a sign ', 'i could pull backward along with my '], 'chapters': {9, 6}}"
1274,sign,"{'word': 'sign', 'count': 4, 'pages': {221, 149, 30, 63}, 'contexts': ['backward as a sign of affection between ', 'he had to sign the proposition for ', 'lowered the metal sign on his meter ', 'he made the sign of the cross '], 'chapters': {10, 30, 6, 23}}"
1275,affection,"{'word': 'affection', 'count': 1, 'pages': {30}, 'contexts': ['a sign of affection between their trips '], 'chapters': {6}}"
1276,trips,"{'word': 'trips', 'count': 1, 'pages': {30}, 'contexts': ['affection between their trips upstairs with brother '], 'chapters': {6}}"
1277,brother,"{'word': 'brother', 'count': 5, 'pages': {65, 107, 30}, 'contexts': ['trips upstairs with brother officers i knew ', 'money no blood brother and roommate why ', 'she had a brother in the fifty-second ', 'division and a brother in mesopotamia and ', 'and my war brother when do the '], 'chapters': {17, 10, 6}}"
1278,loving,"{'word': 'loving', 'count': 5, 'pages': {72, 313, 30, 254}, 'contexts': ['any idea of loving her this was ', 'go how about loving women if i ', 'very hard on loving ill love you ', 'felt faint with loving her so much ', 'people got for loving each other thank '], 'chapters': {35, 11, 6, 41}}"
1279,instead,"{'word': 'instead', 'count': 8, 'pages': {36, 219, 51, 54, 155, 30, 286}, 'contexts': ['you said things instead of playing cards ', 'a napoleon but instead we had il ', 'country but no instead there is a ', 'i floated and instead of going on ', 'down the stairs instead of taking the ', 'to step over instead of having one ', 'went into bitterness instead i suppose youll ', 'and have beer instead of tea its '], 'chapters': {37, 6, 7, 9, 23, 30}}"
1280,playing,"{'word': 'playing', 'count': 8, 'pages': {135, 31, 311, 127, 30, 255}, 'contexts': ['things instead of playing cards like bridge ', 'pretend you were playing for money or ', 'for money or playing for some stakes ', 'horses he was playing and she won ', 'a pitcher then playing for boston the ', 'have you been playing very much none ', 'we went on playing sipping the wine ', 'table they were playing cards two men '], 'chapters': {35, 6, 40, 20, 21}}"
1281,pretend,"{'word': 'pretend', 'count': 4, 'pages': {66, 37, 30, 31}, 'contexts': ['you had to pretend you were playing ', 'dont have to pretend you love me ', 'maybe she would pretend that i was ', 'inside you only pretend to be american '], 'chapters': {10, 6, 7}}"
1282,stakes,"{'word': 'stakes', 'count': 2, 'pages': {31}, 'contexts': ['playing for some stakes nobody had mentioned ', 'mentioned what the stakes were it was '], 'chapters': {6}}"
1283,mentioned,"{'word': 'mentioned', 'count': 1, 'pages': {31}, 'contexts': ['stakes nobody had mentioned what the stakes '], 'chapters': {6}}"
1284,experiencing,"{'word': 'experiencing', 'count': 1, 'pages': {31}, 'contexts': ['said i was experiencing the masculine difficulty '], 'chapters': {6}}"
1285,masculine,"{'word': 'masculine', 'count': 1, 'pages': {31}, 'contexts': ['was experiencing the masculine difficulty of making '], 'chapters': {6}}"
1286,difficulty,"{'word': 'difficulty', 'count': 1, 'pages': {31}, 'contexts': ['experiencing the masculine difficulty of making love '], 'chapters': {6}}"
1287,making,"{'word': 'making', 'count': 13, 'pages': {74, 75, 267, 113, 243, 84, 308, 86, 215, 312, 217, 31}, 'contexts': ['masculine difficulty of making love very long ', 'be better off making the trip now ', 'onto the garden making crosses and painting ', 'they had finished making the bed and ', 'took little drinks making rings on my ', 'i was just making fun of you ', 'small ways of making love and we ', 'walked all night making better time than ', 'and the rain making our way along ', 'i know busy making babies i thought ', 'was we were making good time i ', 'you are just making me self-conscious her ', 'and deep pantingly making the respirator click '], 'chapters': {34, 36, 6, 40, 41, 12, 13, 18, 30}}"
1288,wherever,"{'word': 'wherever', 'count': 5, 'pages': {138, 277, 246, 31}, 'contexts': ['came back from wherever she had been ', 'came back from wherever she had been ', 'darling well go wherever you say but ', 'to the police wherever we went could ', 'could we go wherever we wanted yes '], 'chapters': {34, 37, 21, 6}}"
1289,barkleys,"{'word': 'barkleys', 'count': 2, 'pages': {89, 31}, 'contexts': ['i held catherine barkleys hand she would ', 'your friend miss barkleys come she said '], 'chapters': {6, 14}}"
1290,tired,"{'word': 'tired', 'count': 59, 'pages': {267, 280, 162, 163, 164, 291, 292, 168, 172, 174, 51, 310, 316, 69, 70, 209, 87, 215, 244, 246, 250, 254}, 'contexts': ['are you very tired she asked no ', 'said im awfully tired kiss me though ', 'said im awfully tired darling kiss me ', 'sweaty dusty and tired some looked pretty ', 'they will get tired and go away ', 'face looked very tired i can only ', 'joke he sounded tired too thank god ', 'he seemed very tired and i was ', 'to seeing him tired not any more ', 'you seem very tired i am tired ', 'tired i am tired but i have ', 'light i was tired and once it ', 'shes getting very tired all right i ', 'she looks awfully tired why does she ', 'yellow arent you tired catherine asked how ', 'i am very tired of this war ', 'bed i was tired and my right ', 'i was too tired to get up ', 'now i was tired and there was ', 'i was too tired to get them ', 'baby i am tired from thinking so ', 'he had looked tired when he came ', 'strain and hes tired the major said ', 'us hes very tired and overworked he ', 'all right im tired to-night im tired ', 'tired to-night im tired too but from ', 'the tracks bonello tired of walking in ', 'and i was tired but we made ', 'troops fine im tired of this walking ', 'i felt very tired there was no ', 'when we were tired and if we ', 'about it im tired of thinking about ', 'vermouth are you tired from rowing ill ', 'when i am tired that it is ', 'am a little tired too oh but ', 'when you are tired it will be ', 'are you too tired im not really ', 'im not really tired i said that ', 'was very very tired of rowing my ', 'ahead i was tired it was no ', 'me when youre tired i said then ', 'cousin is very tired we will go ', 'i felt very tired and vague in ', 'hungry youre just tired darling youll be ', 'right youre just tired youve been up ', 'window are you tired cat i asked ', 'you wont be tired of me do ', 'be fun im tired of it its ', 'when she was tired there was an ', 'a little bit tired we sat close ', 'she looked very tired and worn now ', 'was getting very tired do you think ', 'very pale and tired did you tell ', 'i get so tired of it and ', 'watch he looked tired i saw you ', 'very weak and tired hello you sweet ', 'strangely im awfully tired catherine said and ', 'and weak and tired may i speak ', 'doctor looked so tired but why had '], 'chapters': {34, 35, 36, 37, 38, 40, 9, 41, 11, 13, 24, 25, 30}}"
