,0,1
1775,shelter,5
1776,rustled,1
1777,captains,4
1778,hour,10
1779,offered,4
1780,cognac,21
1781,board,6
1782,tables,9
1783,instruments,1
1784,shining,4
1785,basins,2
1786,stoppered,1
1787,bottles,26
1788,savoia,2
1789,soup,10
1790,repeated,3
1791,noise,8
1792,smaller,1
1793,brick,5
1794,dirt,2
1795,raining,22
1796,pasta,2
1797,asciutta,2
1798,cooked,15
1799,macaroni,4
1800,handed,18
1801,cheese,25
1802,grudgingly,1
1803,ducked,3
1804,hole,3
1805,quarter,4
1806,set,7
1807,legs,26
1808,slit,1
1809,forceps,6
1810,gauze,1
1811,coats,2
1812,rattle,1
1813,surface,2
1814,smoking,7
1815,patriots,1
1816,scare,4
1817,damned,7
1818,knife,3
1819,blade,1
1820,pared,1
1821,forks,1
1822,pieces,12
1823,lifted,15
1824,mass,1
1825,loosened,1
1826,length,2
1827,lowered,3
1828,sucked,2
1829,snapped,3
1830,bite,1
1831,tasted,3
1832,rusty,1
1833,canteen,5
1834,chins,1
1835,tipping,1
1836,heads,5
1837,mouthful,2
1838,rinse,2
1839,hundred,26
1840,minnenwerfer,1
1841,twenties,1
1842,skoda,1
1843,seen,24
1844,fives,1
1845,explosion,2
1846,trench,4
1847,mortar,3
1848,sir,11
1849,piece,9
1850,swallow,1
1851,chuh-chuhchuh-chuh,1
1852,blast-furnace,1
1853,roar,1
1854,rushing,2
1855,breathe,3
1856,breath,6
1857,bodily,2
1858,mistake,4
1859,floated,2
1860,slide,1
1861,breathed,7
1862,splintered,1
1863,beam,2
1864,wood,9
1865,jolt,1
1866,screaming,1
1867,machine-guns,2
1868,splashing,1
1869,star-shells,1
1870,float,1
1871,whitely,1
1872,bombs,2
1873,saying,2
1874,mama,8
1875,mia,7
1876,screamed,2
1877,knee,28
1878,tendons,1
1879,part,7
1880,trouser,1
1881,stump,2
1882,twitched,1
1883,jerked,2
1884,connected,1
1885,moaned,1
1886,dio,2
1887,te,2
1888,salve,2
1889,maria,2
1890,shoot,17
1891,purest,1
1892,mary,4
1893,choking,2
1894,biting,1
1895,twitching,1
1896,porta,3
1897,feriti,2
1898,cupped,1
1899,tourniquet,2
1900,pull,4
1901,elbows,1
1902,rip,2
1903,tail,4
1904,cloth,6
1905,puttees,6
1906,wool,1
1907,stockings,1
1908,unwound,1
1909,puttee,1
1910,locate,1
1911,straight,16
1912,weights,1
1913,doll,1
1914,eyeballs,1
1915,shoes,5
1916,shin,1
1917,floating,2
1918,stretcher,21
1919,bandaged,3
1920,unwounded,1
1921,reached,15
1922,sons,2
1923,bitches,2
1924,curtain,2
1925,sleeves,4
1926,butchers,1
1927,stretchers,4
1928,noisy,2
1929,bower,1
1930,unloaded,3
1931,bandages,5
1932,blown,5
1933,hemorrhage,4
1934,possible,6
1935,stiffened,3
1936,load,5
1937,britisher,1
1938,steel-rimmed,1
1939,spectacles,2
1940,serious,8
1941,cigarette,5
1942,thanks,11
1943,fellow,7
1944,luck,15
1945,return,7
1946,206,1
1947,charming,1
1948,units,2
1949,straightened,6
1950,chap,1
1951,anxious,4
1952,winced,1
1953,englishman,4
1954,voluble,1
1955,perfect,1
1956,arranged,3
1957,wallahs,1
1958,stepping,1
1959,among,1
1960,blanket,5
1961,franco,1
1962,stretcherbearers,1
1963,hero,2
1964,painful,3
1965,legitimate,3
1966,president,2
1967,wilson,2
1968,operating,5
1969,furious,3
1970,recognized,1
1971,va,2
1972,bien,1
1973,ambassador,1
1974,ready,16
1975,bent,11
1976,adjutant,2
1977,faster,2
1978,stooped,3
1979,doorway,4
1980,unhooking,1
1981,bandaging,1
1982,slippery,2
1983,smells,3
1984,chemical,2
1985,blood,8
1986,dictating,1
1987,sergeant-adjutant,2
1988,multiple,1
1989,superficial,1
1990,thigh,3
1991,profound,1
1992,lacerations,1
1993,scalp,3
1994,probed,1
1995,fracture,4
1996,skull,1
1997,incurred,1
1998,keeps,3
1999,court-martialled,2
2000,brandy,26
2001,commit,1
2002,suicide,1
2003,antitetanus,2
2004,coagulates,1
2005,beautifully,4
2006,inflicted,1
2007,severing,1
2008,tissue,2
2009,stomach,15
2010,flutter,1
2011,flesh,1
2012,interested,2
2013,finding,2
2014,enemy,5
2015,trench-mortar,2
2016,probe,2
2017,necessary,6
2018,paint,1
2019,sting,1
2020,pain,10
2021,shock,1
2022,dulls,1
2023,infect,1
2024,inflammation,2
2025,sweat,1
2026,guess,7
2027,wrap,1
2028,bounce,1
2029,taut,3
2030,vive,1
2031,la,3
2032,frenchman,2
2033,talks,1
2034,tumbler,2
2035,blanket-flap,1
2036,knelt,1
2037,softly,7
2038,middle,4
2039,rank,9
2040,born,7
2041,corps,3
2042,sending,2
2043,spoken,1
2044,happening,5
2045,interest,4
2046,relation,1
2047,shoved,5
2048,waxy-looking,1
2049,slings,1
2050,comfy,1
2051,brake,1
2052,clutch,1
2053,slow,2
2054,backed,5
2055,dripping,5
2056,regularly,5
2057,pattered,1
2058,stream,9
2059,overhead,2
2060,sideways,2
2061,sticky,2
2062,lessened,1
2063,drip,1
2064,comfortably,1
2065,drops,3
2066,icicle,1
2067,ward,4
2068,visitor,1
2069,flies,3
2070,strips,3
2071,tied,6
2072,brush,21
2073,swished,1
2074,settle,1
2075,ceiling,2
2076,swishing,1
2077,slept,11
2078,itched,1
2079,waked,1
2080,mineral,2
2081,dressings,6
2082,damp,2
2083,awake,14
2084,nurses,21
2085,trip,8
2086,pouring,1
2087,scratch,1
2088,soles,3
2089,itching,1
2090,gloves,4
2091,news,12
2092,medaglia,1
2093,d'argento,1
2094,bronze,3
2095,gravely,1
2096,prove,2
2097,heroic,3
2098,act,3
2099,otherwise,1
2100,says,7
2101,declares,1
2102,proposition,1
2103,citation,2
2104,refuse,3
2105,medically,1
2106,aided,1
2107,firmly,1
2108,valorous,2
2109,conduct,1
2110,asking,6
2111,besides,9
2112,operation,5
2113,enormously,1
2114,prisoners,1
2115,bulletin,1
2116,coup,1
2117,de,5
2118,proud,7
2119,positive,1
2120,paused,1
2121,medal,6
2122,recommend,4
2123,suffer,2
2124,corkscrew,4
2125,removal,1
2126,metres,1
2127,intestine,1
2128,lancet,2
2129,translation,1
2130,damn,5
2131,suffering,1
2132,hog-butcher,1
2133,smoother,1
2134,forgive,2
2135,stars,12
2136,modest,1
2137,liaison,1
2138,disgraceful,2
2139,comrades,1
2140,disgrace,1
2141,administration,1
2142,pleasure,6
2143,hiders,1
2144,rear,4
2145,quieter,4
2146,weather,5
2147,excited,7
2148,imagine,3
2149,fun,15
2150,lend,1
2151,roommate,1
2152,makes,17
2153,number,10
2154,ancona,1
2155,tease,1
2156,girl,66
2157,underneath,4
2158,purer,1
2159,sweeter,1
2160,goddess,2
2161,woman,36
2162,worship,1
2163,englishwoman,1
2164,ignorant,3
2165,foul-mouthed,1
2166,dago,1
2167,wop,4
2168,frozen-faced,1
2169,pricked,1
2170,uninformed,1
2171,inexperienced,1
2172,inexperience,1
2173,truly,2
2174,goddesses,1
2175,taking,12
2176,glove,1
2177,save,3
2178,millions,1
2179,quarrel,1
2180,wise,7
2181,sloppy,1
2182,affectionate,2
2183,dusk,4
2184,bowls,1
2185,rows,3
2186,tree-top,1
2187,electric,3
2188,bulbs,1
2189,lights,20
2190,remain,1
2191,brown-faced,1
2192,packages,2
2193,embarrassedly,2
2194,enjoyed,3
2195,mosquito,3
2196,netting,2
2197,vermouth,16
2198,sheaf,1
2199,headlines,1
2200,turning,2
2201,half-light,3
2202,illustrated,1
2203,happiness,1
2204,mestre,7
2205,cork,5
2206,health,2
2207,difficult,4
2208,disgust,1
2209,hate,6
2210,enjoy,2
2211,accident,3
2212,delicate,4
2213,mostly,4
2214,education,3
2215,foreigner,3
2216,nearer,2
2217,ones,10
2218,patriot,4
2219,organized,3
2220,leaders,1
2221,sell,4
2222,hopeless,2
2223,serve,2
2224,respected,3
2225,reason,8
2226,passion,1
2227,lust,1
2228,sacrifice,2
2229,worried,11
2230,politeness,1
2231,hopefully,1
2232,greetings,1
2233,presents,1
2234,dialect,4
2235,trout,5
2236,forbidden,2
2237,flute,3
2238,serenaded,1
2239,hunted,2
2240,honored,3
2241,hunt,1
2242,present,2
2243,certificate,1
2244,bears,1
2245,gran,5
2246,sasso,1
2247,d'italia,1
2248,aquila,1
2249,birds,3
2250,fed,1
2251,grapes,1
2252,windows,19
2253,right-hand,2
2254,row,18
2255,mine,10
2256,faced,3
2257,dressing-room,1
2258,die,56
2259,screen,5
2260,showed,11
2261,bottom,4
2262,whispering,1
2263,corridor,11
2264,charge,3
2265,travel,1
2266,ship,2
2267,graves,1
2268,crosses,1
2269,painting,1
2270,names,5
2271,buried,2
2272,errands,1
2273,spare,1
2274,cartridge,1
2275,capable,1
2276,x-ray,3
2277,facilities,1
2278,mechano-therapy,1
2279,installed,1
2280,americans,5
2281,service,3
2282,declared,3
2283,germany,2
2284,declare,5
2285,logical,1
2286,turkey,3
2287,national,2
2288,bird,1
2289,suspicious,4
2290,bulgaria,2
2291,japan,2
2292,ally,1
2293,japanese,3
2294,hawaii,2
2295,pacific,1
2296,ocean,1
2297,dancing,1
2298,wines,5
2299,corsica,1
2300,adriatic,1
2301,coast-line,1
2302,splendors,1
2303,fleas,1
2304,nations,4
2305,romulus,1
2306,suckling,1
2307,tiber,1
2308,city,2
2309,feminine,1
2310,holy,3
2311,ghost,1
2312,blaspheme,1
2313,blaspheming,1
2314,information,2
2315,hilt,1
2316,crystal,1
2317,palace,1
2318,campari,1
2319,biffi,2
2320,galleria,7
2321,lucky,5
2322,italia,3
2323,borrow,1
2324,george,7
2325,scala,7
2326,afford,1
2327,tickets,4
2328,expensive,1
2329,draft,5
2330,grandfather,3
2331,pay,14
2332,cunningham,1
2333,drafts,3
2334,patriotic,2
2335,grandson,1
2336,dying,3
2337,garibaldi,1
2338,viva,3
2339,times,14
2340,beards,2
2341,raise,2
2342,vomited,1
2343,loud,5
2344,becomes,1
2345,sentimental,1
2346,surprise,2
2347,riparto,1
2348,cuddle,1
2349,disturb,2
2350,lysol,1
2351,tiptoed,1
2352,forty-eight,1
2353,hours,10
2354,sidetracked,1
2355,children,5
2356,peeked,1
2357,change,6
2358,thirst,1
2359,verona,4
2360,georgetti,1
2361,pour,2
2362,pulpy,1
2363,orange,2
2364,spit,1
2365,pith,1
2366,freight-car,3
2367,freight,1
2368,market-place,1
2369,shop,12
2370,sweeping,1
2371,watering,1
2372,doorman,1
2373,discussed,1
2374,discussing,1
2375,easy,9
2376,straighten,1
2377,metallic,1
2378,garlic,2
2379,gentle,5
2380,bitch,5
2381,doors,9
2382,grill,1
2383,fourth-floor,1
2384,pushed,15
2385,rose,7
2386,grunted,1
2387,stepped,14
2388,balcony,12
2389,brass,5
2390,knobs,1
2391,rang,10
2392,bell,8
2393,elderly,3
2394,half-falling,1
2395,dress,5
2396,rooms,6
2397,patient,9
2398,expected,12
2399,tucked,1
2400,near-sightedly,1
2401,sake,5
2402,bone,2
2403,grayhaired,1
2404,hurrying,5
2405,follow,1
2406,blinds,1
2407,furniture,1
2408,wardrobe,1
2409,mirror,5
2410,sheets,8
2411,buttoned-down,1
2412,caps,1
2413,apiece,5
2414,describe,2
2415,case,4
2416,treatment,2
2417,orders,5
2418,cry,10
2419,apron,3
2420,dim,2
2421,reflected,1
2422,mrs,18
2423,walker,7
2424,mattress,1
2425,firm,1
2426,comfortable,8
2427,breathing,7
2428,lessen,1
2429,cord,5
2430,armoire,7
2431,chairs,6
2432,stuck,6
2433,thirsty,2
2434,good-morning,3
2435,lake,64
2436,como,5
2437,frederic,1
2438,cried,8
2439,expecting,2
2440,undressed,4
2441,gently,3
2442,smoothly,7
2443,washing,3
2444,isonze,1
2445,thermometer,3
2446,temperature,6
2447,normal,3
2448,fever,2
2449,screws,1
2450,bedsprings,1
2451,foreign,5
2452,bodies,6
2453,admirable,1
2454,proceeding,1
2455,van,19
2456,campen,19
2457,questions,2
2458,pajama,1
2459,jacket,1
2460,gage,24
2461,giggled,1
2462,tile,1
2463,chimneys,1
2464,tiled,1
2465,use,11
2466,bedpan,1
2467,pitcher,3
2468,superintendent,1
2469,neatly,1
2470,position,2
2471,meals,1
2472,prescribes,1
2473,plan,1
2474,eventually,2
2475,telephoned,3
2476,rude,3
2477,skilfully,1
2478,snooty,1
2479,domineering,1
2480,swim,2
2481,clinic,1
2482,hush,2
2483,cinzano,3
2484,fiasco,1
2485,chianti,4
2486,wrapped,5
2487,newspaper,2
2488,unwrapped,2
2489,drew,7
2490,corks,3
2491,awhile,8
2492,list,2
2493,decorations,3
2494,drinks,4
2495,circled,1
2496,night-hawks,1
2497,eggnog,1
2498,sherry,1
2499,responsibility,1
2500,hungry,21
2501,tray,4
2502,thanked,2
2503,beams,2
2504,dream,2
2505,roosters,1
2506,crowing,1
2507,stayed,16
2508,began,8
2509,stretched,3
2510,bell-cord,1
2511,buzz,1
2512,rubber,5
2513,older,9
2514,barber,6
2515,soap,1
2516,dipped,5
2517,mustache,7
2518,lathered,1
2519,shaved,2
2520,solemn,1
2521,refrained,1
2522,shaving,1
2523,communicate,1
2524,sooner,3
2525,razor,2
2526,beware,1
2527,paid,15
2528,tipped,4
2529,lira,1
2530,coins,2
2531,razors,1
2532,copper,2
2533,signorino,3
2534,ho,19
2535,hoho,1
2536,bitterly,1
2537,frightened,4
2538,hearts,2
2539,wildness,1
2540,finer,1
2541,madness,1
2542,knows,9
2543,sorts,2
2544,disturbed,1
2545,splinters,1
2546,thighs,1
2547,refined,1
2548,distaste,1
2549,anaesthetic,3
2550,froze,1
2551,scalpel,1
2552,portion,1
2553,anxsthetized,1
2554,area,1
2555,clearly,6
2556,defined,1
2557,fragile,2
2558,delicacy,2
2559,exhausted,1
2560,probing,1
2561,unsatisfactory,1
2562,ospedale,5
2563,excitable,1
2564,efficient,1
2565,cheerful,13
2566,personally,1
2567,larger,2
2568,plates,6
2569,requested,1
2570,notebook,1
2571,sentiment,1
2572,ugly,1
2573,brutal,1
2574,cleopatra,2
2575,former,1
2576,queen,2
2577,egypt,1
2578,envelopes,3
2579,plate,7
2580,envelope,2
2581,fail,1
2582,practice,1
2583,medicine,1
2584,tendency,1
2585,seek,2
2586,company,2
2587,aid,1
2588,consultation,1
2589,appendix,1
2590,unable,1
2591,remove,3
2592,tonsils,1
2593,gaunt,2
2594,x,1
2595,ray,1
2596,questioned,9
2597,bearded,3
2598,removed,1
2599,hamburger,1
2600,steak,1
2601,crusted,1
2602,swollen,2
2603,discolored,1
2604,calf,1
2605,pus,1
2606,urn,1
2607,articulation,4
2608,stripe,1
2609,sleeve,7
2610,gingerly,1
2611,hurts,2
2612,partial,1
2613,angle,2
2614,examined,4
2615,spherical,1
2616,synovial,2
2617,fluid,2
2618,re-form,1
2619,conscientiously,1
2620,projectile,2
2621,encysted,2
2622,agree,1
2623,encyst,2
2624,safely,1
2625,hook,3
2626,joking,2
2627,delicately,2
2628,proposed,1
2629,valor,1
2630,felicitations,1
2631,safe,6
2632,least,3
2633,opening,4
2634,welcome,2
2635,opinion,3
2636,value,4
2637,wishes,5
2638,varini,1
2639,enry,1
2640,exposed,1
2641,crutches,7
2642,allowed,2
2643,form,1
2644,excellent,7
2645,fooled,1
2646,judgment,1
2647,dr,4
2648,varella,1
2649,valentini,9
2650,cure,1
2651,exercise,2
2652,operate,5
2653,hurry,9
2654,excite,1
2655,alcohol,1
2656,points,5
2657,tanned,2
2658,bet,7
2659,teach,2
2660,maternity,1
2661,eats,1
2662,cheery,2
2663,emptied,2
2664,lady,13
2665,instructions,2
2666,smiling,2
2667,star,1
2668,bat,2
2669,flew,2
2670,searchlight,1
2671,anti-aircraft,1
2672,gun,4
2673,putting,4
2674,crackers,1
2675,outdoors,1
2676,grand,21
2677,chart,2
2678,fix,4
2679,temperatures,2
2680,beastly,1
2681,touch,11
2682,couch,1
2683,patients,5
2684,ether,1
2685,blabby,1
2686,prayers,2
2687,create,1
2688,brag,4
2689,bragging,1
2690,poetry,1
2691,deeply,4
2692,attractive,4
2693,stays,1
2694,costs,1
2695,important,2
2696,truth,1
2697,cathedral,7
2698,happily,6
2699,choke,1
2700,throw,13
2701,bile,2
2702,sandbags,2
2703,pipes,1
2704,cast,2
2705,job,4
2706,georgia,1
2707,malaria,3
2708,york,3
2709,unscrew,1
2710,fuse-cap,1
2711,combination,2
2712,shrapnel,4
2713,souvenir,1
2714,nose-cap,3
2715,exploded,1
2716,contact,1
2717,greatly,2
2718,indefinitely,1
2719,unscrewed,1
2720,daytime,2
2721,wrote,4
2722,notes,1
2723,fifty-second,1
2724,mesopotamia,1
2725,wedding,4
2726,fergy,15
2727,fight,10
2728,kill,9
2729,babies,7
2730,flatter,4
2731,sensitive,1
2732,bothered,3
2733,bothers,1
2734,letter,5
2735,sleeping,7
2736,forenoons,1
2737,respect,1
2738,looks,4
2739,mornings,2
2740,jawed,1
2741,calls,1
2742,privileged,1
2743,cranky,1
2744,itch,2
2745,journey,2
2746,rode,6
2747,carriage,34
2748,varnished,2
2749,hat,15
2750,touching,2
2751,waiters,2
2752,shades,1
2753,tablecloths,1
2754,headwaiter,3
2755,saved,4
2756,waiter,17
2757,iced,1
2758,fresa,2
2759,barbera,4
2760,smile,3
2761,ashamedly,1
2762,strawberries,3
2763,margaux,1
2764,taste,6
2765,satisfied,1
2766,loaned,1
2767,restaurants,2
2768,shops,6
2769,sold,3
2770,sandwiches,7
2771,ham,8
2772,lettuce,1
2773,anchovy,1
2774,glazed,1
2775,rolls,5
2776,lower,2
2777,depending,1
2778,dip,2
2779,pins,3
2780,tent,1
2781,falls,2
2782,wonderfully,1
2783,twisting,1
2784,shines,1
2785,daylight,13
2786,cheeks,2
2787,tips,3
2788,piano,5
2789,keys,3
2790,stroke,1
2791,emery,1
2792,ways,2
2793,thoughts,1
2794,counted,2
2795,merely,1
2796,formalities,2
2797,break,10
2798,terrific,1
2799,pretended,2
2800,apart,4
2801,separate,2
2802,wife,26
2803,experience,2
2804,jealous,4
2805,kinds,1
2806,privately,2
2807,church,3
2808,state,3
2809,religion,6
2810,worries,1
2811,honest,2
2812,ashamed,4
2813,dreadful,6
2814,unfaithful,1
2815,faults,1
2816,faithful,2
2817,healed,1
2818,cane,2
2819,treatments,4
2820,bending,3
2821,knees,1
2822,mechanical,1
2823,baking,1
2824,mirrors,9
2825,violet,1
2826,rays,1
2827,massage,1
2828,baths,1
2829,afternoons,3
2830,café,15
2831,roam,1
2832,races,5
2833,mechanotherapy,1
2834,angloamerican,1
2835,club,4
2836,leather-cushioned,1
2837,magazines,3
2838,unseemly,1
2839,unchaperoned,1
2840,attendance,1
2841,status,1
2842,amount,5
2843,prejudiced,1
2844,favor,1
2845,admired,2
2846,busy,9
2847,occupied,1
2848,advancing,1
2849,kuk,1
2850,bainsizza,13
2851,west,1
2852,sound,5
2853,combat,1
2854,monte,3
2855,highest,2
2856,marshes,3
2857,swamps,1
2858,whipped,4
2859,plains,1
2860,fought,3
2861,whipping,1
2862,western,2
2863,forever,4
2864,rack,3
2865,meyers,26
2866,big-busted,1
2867,satin,3
2868,flat-footed,1
2869,winners,1
2870,winner,2
2871,cordial,1
2872,mistook,1
2873,boys,12
2874,marsala,2
2875,cakes,1
2876,buy,10
2877,bought,11
2878,chocolate,3
2879,bar,19
2880,aviators,2
2881,martini,3
2882,counter,5
2883,vice-consul,6
2884,fellows,1
2885,ettore,27
2886,moretti,1
2887,francisco,4
2888,singers,1
2889,ralph,1
2890,simmons,13
2891,delcredo,1
2892,sing,15
2893,shopworn,1
2894,hayfever,1
2895,piacenza,3
2896,sung,2
2897,tosca,2
2898,benches,8
2899,modena,1
2900,frisco,1
2901,toughest,1
2902,tenor,2
2903,tough,2
2904,edgar,2
2905,saunders,5
2906,edouardo,1
2907,nut,1
2908,triumphs,1
2909,october,5
2910,mac,5
2911,medals,4
2912,action,3
2913,stripes,2
2914,parallel,1
2915,background,1
2916,sewed,1
2917,inches,1
2918,puts,1
2919,scar,6
2920,stinks,2
2921,hand-grenade,1
2922,potato,5
2923,mashers,3
2924,belly,2
2925,dollars,3
2926,quick,3
2927,fred,3
2928,command,2
2929,guys,1
2930,brains,4
2931,second-class,1
2932,round,5
2933,slackers,2
2934,platoon,1
2935,militarist,1
2936,colonel,3
2937,mentions,1
2938,sim,5
2939,clock,6
2940,boozer,1
2941,whorehound,1
2942,promoted,2
2943,merit,1
2944,swords,2
2945,crown,1
2946,nickels,1
2947,cross-cut,1
2948,twenty-three,1
2949,visiting,1
2950,torino,1
2951,sister,10
2952,graduate,1
2953,school,1
2954,bored,1
2955,heroes,2
2956,conceited,5
2957,bore,4
2958,bores,1
2959,picture,3
2960,type,1
2961,exalted,1
2962,admitted,1
2963,restful,1
2964,husband,4
2965,moon,9
2966,rise,2
2967,mist,8
2968,drizzle,2
2969,drumming,1
2970,penitentiary,1
2971,bringing,2
2972,brings,1
2973,sleepy,14
2974,likely,2
2975,longer,6
2976,comforted,2
2977,crowell,14
2978,rodgers,1
2979,performances,1
2980,horses,19
2981,predictions,1
2982,racing,8
2983,constantly,1
2984,track,13
2985,terrible,6
2986,race,6
2987,disliked,2
2988,prices,1
2989,crooked,4
2990,ruled,1
2991,turf,2
2992,answer,6
2993,obligated,1
2994,less,7
2995,siro,2
2996,tramway,1
2997,villas,6
2998,fences,1
2999,overgrown,1
3000,ditches,3
3001,flowing,2
3002,vegetable,1
3003,farms,2
3004,irrigation,1
3005,carriages,2
3006,programmes,1
3007,infield,2
3008,paddock,3
3009,grand-stands,1
3010,betting,1
3011,booths,1
3012,stands,1
3013,stables,2
3014,crowd,4
3015,fence,4
3016,fairly,2
3017,ring,4
3018,grandstand,1
3019,grooms,1
3020,purplish,1
3021,swore,1
3022,dyed,1
3023,color,8
3024,saddle,2
3025,programme,3
3026,groom,1
3027,listed,1
3028,gelding,1
3029,japalac,4
3030,worth,3
3031,agreed,2
3032,pooled,1
3033,odds,1
3034,thirty-five,4
3035,jockeys,2
3036,gallop,1
3037,grand-stand,2
3038,elastic,1
3039,barrier,1
3040,starter,1
3041,whip,1
3042,stretch,1
3043,lengths,1
3044,wonder,5
3045,seedy,1
3046,quotes,1
3047,kempton,1
3048,disgusting,1
3049,posted,1
3050,numbers,5
3051,18.50,1
3052,ten-lira,6
3053,whiskey,15
3054,soda,10
3055,mcadams,2
3056,joined,2
3057,manners,3
3058,pari-mutuel,1
3059,played,6
3060,pencil,1
3061,mannered,1
3062,matched,1
3063,collected,1
3064,choice,1
3065,twelve,2
3066,daughters,1
3067,cashes,1
3068,backing,3
3069,fourth,2
3070,hoofs,1
3071,thudding,1
3072,distance,3
3073,cleaner,1
3074,quieting,1
3075,dismount,1
3076,pagoda,1
3077,spoil,1
3078,whenever,3
3079,jump,1
3080,steeplechase,1
3081,september,1
3082,month,2
3083,riots,1
3084,rioting,1
3085,turin,3
3086,forty,2
3087,bitten,1
3088,flanders,1
3089,allies,1
3090,recognize,3
3091,staff,6
3092,balls,3
3093,sofas,1
3094,polished,1
3095,divisions,4
3096,man-power,1
3097,squabbled,1
3098,hun,3
3099,russia,2
3100,trentino,1
3101,sixteen,2
3102,simple,8
3103,complicated,2
3104,royally,1
3105,cheerily,1
3106,contrast,1
3107,pessimism,1
3108,personal,1
3109,cheeriness,1
3110,examination,4
3111,practising,2
3112,limping,1
3113,cutting,2
3114,silhouettes,4
3115,arcade,2
3116,posing,1
3117,snipping,1
3118,giggling,1
3119,pasted,2
3120,nice-looking,2
3121,brightened,1
3122,snipped,1
3123,thicknesses,1
3124,profiles,1
3125,card,7
3126,coppers,1
