,word,count,pages,contexts,chapters
104,day,48,"{4, 6, 137, 13, 141, 142, 16, 23, 285, 286, 33, 37, 169, 300, 304, 183, 311, 185, 62, 64, 73, 77, 225, 107, 240, 113, 115, 126, 127}","['passed in the day drawn by tractors ', 'way nearly every day to see how ', 'up and one day at the end ', 'but always another day starting and then ', 'night and the day and how the ', 'better unless the day was very clean ', 'that meant the day would be hot ', 'later on that day i visited the ', 'for export the day had been hot ', 'is the third day but im back ', 'was a hot day and the sky ', 'down and the day was cooling off ', 'was a hot day and there were ', 'the lancet every day i am better ', 'do it every day i learn to ', 'father hunted every day and stopped to ', 'travel the next day i said i ', 'sleep the next day in the morning ', 'notes during the day when we were ', 'you will some day catherine barkley took ', 'married the first day she had come ', 'from our wedding day i wanted to ', 'marry you the day you say dont ', 'on raining one day in the afternoon ', 'was a lovely day and we drove ', 'write you every day while youre at ', 'and the next day it was raining ', 'not go one day while i was ', 'you write every day do they read ', 'all right self-destruction day by day rinaldi ', 'self-destruction day by day rinaldi said it ', 'stormed all that day the wind drove ', 'an attack all day but it did ', 'the north all day if those bastards ', 'and the next day hauled all day ', 'day hauled all day in the rain ', 'of the next day the rain had ', 'sitting up all day the whole top ', 'the road that day i crossed the ', 'they came here day before yesterday they ', 'same as the day that all things ', 'explained in the day because they do ', 'it a lovely day how do you ', 'for her the day was cold and ', 'early but the day was dark and ', 'of the third day of rain we ', 'was a good day we had a ', 'cans out the day was cloudy but ']","{1, 2, 3, 4, 5, 7, 10, 11, 12, 17, 18, 19, 20, 21, 22, 25, 27, 30, 33, 37, 38, 39, 40}"
105,drawn,3,"{82, 250, 4}","['in the day drawn by tractors the ', 'a room with drawn blinds it smelled ', 'there were boats drawn up and men ']","{1, 34, 13}"
106,tractors,2,set(),"['day drawn by tractors the long barrels ', 'laid over the tractors to the north ']",set()
107,long,128,"{4, 6, 15, 25, 30, 31, 33, 36, 44, 49, 51, 65, 72, 73, 74, 77, 82, 87, 106, 110, 112, 115, 116, 117, 121, 128, 132, 133, 135, 138, 139, 142, 143, 150, 162, 176, 182, 183, 190, 197, 204, 206, 207, 209, 214, 215, 222, 223, 225, 233, 235, 238, 239, 240, 244, 250, 251, 253, 265, 266, 268, 269, 270, 272, 274, 279, 280, 284, 286, 289, 292, 294, 295, 299, 304, 306, 307, 312, 315, 319, 324}","['by tractors the long barrels of the ', 'clips of thin long 6.5 mm cartridges ', 'square and the long avenue of trees ', 'face and little long necked body and ', 'side under the long shed they were ', 'you been engaged long eight years we ', 'you done nursing long since the end ', 'it takes a long time to be ', 'been away a long time this is ', 'making love very long standing up there ', 'stragglers going by long after the regiment ', 'he said so long i said we ', 'it was a long time since i ', 'it go so long that it was ', 'man with the long thin neck and ', 'we passed a long column of loaded ', 'shoulder of a long hill into a ', 'the valley a long way and then ', 'said but as long as you drive ', 'outside and the long light from the ', 'in there too long i had it ', 'should stay so long that they become ', 'i stay too long and talk too ', 'my hand so long i said in ', 'it was a long way aquila was ', 'the room was long with windows on ', 'sidetracked for a long time this side ', 'me down a long hallway and into ', 'woke for good long before it was ', 'to wait that long that is the ', 'your knee how long did it take ', 'stay on so long miss gage looked ', 'away on a long journey we had ', 'only about as long as your finger ', 'away on a long trip and i ', 'happy for a long time and when ', 'was not very long after i was ', 'on for a long time we were ', 'the head how long have you been ', 'a captain how long have you been ', 'all right so long i said i ', 'right well so long i said keep ', 'for me so long i said im ', 'you around so long so long dont ', 'so long so long dont take any ', 'crack of his long whip they came ', 'all right as long as we did ', 'get for a long time i had ', 'asking me how long i was going ', 'went away a long way without stirring ', 'ive been out long enough to know ', 'probably are how long has this been ', 'me for a long time and she ', 'do it too long no we turned ', 'it was a long ride to the ', 'our home very long we will be ', 'up there a long time you havent ', 'hoped for a long time for victory ', 'have stayed so long but i like ', 'over a foot long it looked like ', 'now for a long time and i ', 'south below the long wooded ridge where ', 'you sleep too long tenente bonello said ', 'drive just so long as i know ', 'was low and long with a trellis ', 'wouldnt take very long do you think ', 'hear firing a long way away i ', 'there was a long line of abandoned ', 'it was a long plain iron bridge ', 'the bridge looked long and solid we ', 'i took a long drink we might ', 'he had a long sausage a jar ', 'kept it too long and it had ', 'stayed under as long as i could ', 'not know how long you are in ', 'it seems a long time and it ', 'river in a long curve it was ', 'and wet a long way away i ', 'railroad visible a long way across the ', 'seen was so long that the engine ', 'been away too long the clothes wet ', 'stay here as long as you want ', 'simmons lived a long way out in ', 'in uniform a long time and i ', 'been over a long time and no ', 'went down the long halls down the ', 'war was a long way away maybe ', 'room with the long empty hall outside ', 'a criminal very long and we never ', 'there were the long rows of bare ', 'barman rowed with long strokes and on ', 'be away a long time catherine asked ', 'the oars were long and there were ', 'delay it as long as i could ', 'but for a long time we did ', 'is it a long way its some ', 'could see the long dark point of ', 'weve come a long way i have ', 'and took a long drink it was ', 'going out a long way ahead into ', 'closer to the long point there were ', 'ahead was a long high headland i ', 'more thats a long way to row ', 'i stayed a long way out because ', 'had been a long way i knew ', 'oars were too long and bothered her ', 'frontier is a long way back i ', 'them for a long time why do ', 'you had a long bad night i ', 'been up a long time anyhow were ', 'went down a long grade below the ', 'taken such a long time monsieur was ', 'it isnt a long ride i like ', 'little longer its long enough now no ', 'for quite a long time thinking about ', 'covered we took long walks on the ', 'up here how long is it before ', 'of the narrow long mirror at first ', 'phone for a long time then i ', 'this for a long time the nurse ', 'go on so long couldnt my husband ', 'she gave a long sigh and the ', 'back from a long way away that ', 'up the great long forcep-spread thick-edged wound ', 'incision looked very long you thought so ', 'a boy hes long and wide and ', 'i waited a long time the nurse ', 'take her very long to die outside ']","{1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41}"
108,barrels,1,{4},['tractors the long barrels of the guns '],{1}
109,green,10,"{4, 6, 10, 45, 51, 127}","['guns covered with green branches and green ', 'green branches and green leafy branches and ', 'forest had been green in the summer ', 'the fields were green and there were ', 'there were small green shoots on the ', 'with a little green on their slopes ', 'ranges of mountains green and dark to ', 'little shelter of green branches outside over ', 'water flowing and green vegetable gardens with ', 'and the rich green farms with their ']","{1, 2, 3, 8, 9, 20}"
110,branches,10,"{224, 51, 4, 213}","['covered with green branches and green leafy ', 'and green leafy branches and vines laid ', 'trees and the branches were bare and ', 'shelter of green branches outside over the ', 'hung to the branches i went back ', 'hedge of bare branches bonello turned off ', 'cutting twigs and branches everything had been ', 'stumps dried tree-tops branches and fireweed where ', 'held to the branches and waited when ', 'hands to the branches then i crawled ']","{1, 9, 30}"
111,leafy,1,{4},['branches and green leafy branches and vines '],{1}
112,vines,5,"{283, 4, 284}","['leafy branches and vines laid over the ', 'shoots on the vines the trees along ', 'lower mountain the vines all dead now ', 'terraced fields of vines each vine tied ', 'it up the vines dry and brown ']","{1, 37}"
113,laid,7,"{4, 202, 267, 82, 147, 210, 53}","['branches and vines laid over the tractors ', 'into pieces and laid them on the ', 'a mirror they laid me down on ', 'my belt and laid it with the ', 'in two and laid it under the ', 'two holes piani laid his head down ', 'from the seat laid the umbrella in ']","{1, 36, 9, 13, 23, 28, 30}"
114,north,26,"{192, 161, 225, 4, 196, 44, 45, 210, 83, 211, 212, 213, 119, 184, 185, 215}","['tractors to the north we could look ', 'off to the north with snow still ', 'looked to the north at the two ', 'on the isonze north of plava where ', 'where is that north of gorizia i ', 'sing in the north of italy the ', 'mountains to the north there were many ', 'are six up north at caporetto you ', 'far to the north the wounded were ', 'through to the north in the night ', 'battle in the north all day if ', 'through in the north and were coming ', 'an italian from north or south america ', 'an italian hes north american english the ', 'off to the north between two fields ', 'us to the north was the main ', 'went down the north side of the ', 'window on the north side there was ', 'field toward the north we could get ', 'coming from the north and down the ', 'retreat in the north i did not ', 'firing to the north toward udine i ', 'on to the north we were very ', 'town to the north without seeing any ', 'country from the north to the south ', 'fields to the north i had seen ']","{1, 8, 13, 19, 24, 27, 28, 30}"
115,look,58,"{4, 261, 137, 140, 13, 141, 16, 151, 285, 292, 295, 169, 297, 171, 298, 45, 302, 47, 48, 58, 59, 314, 63, 319, 194, 323, 201, 75, 212, 214, 89, 219, 94, 222, 98, 227, 116, 246, 121, 127}","['north we could look across a valley ', 'every one laughed look said the captain ', 'you needed to look at the wall ', 'was there to look after things or ', 'in his hair look at the bump ', 'ridge i could look down through the ', 'or can we look around better stay ', 'went out to look at the cars ', 'in he will look after you tenente ', 'over me ill look up their adjutant ', 'that doesnt matter look how you are ', 'you are wounded look at your valorous ', 'room you could look out of the ', 'this hospital would look after them and ', 'get a good look at him beware ', 'they had the look of not too ', 'thats it you look healthy as a ', 'who did not look as though he ', 'how did he look asked simmons that ', 'how did he look when you shot ', 'leaves we could look across the plain ', 'somewhere splendid ill look after all that ', 'but now i look forward till when ', 'to have a look at your compatriots ', 'house surgeon said look at the whites ', 'they had me look in a glass ', 'she did not look happy she let ', 'the time operating look baby this is ', 'down baby and look forward to being ', 'saw the major look at him and ', 'mountains he said look at san gabriele ', 'down that rained look at it christ ', 'they would not look at me i ', 'and uncorked it look look aymo said ', 'uncorked it look look aymo said and ', 'up there ill look piani said ill ', 'piani said ill look too bonello said ', 'go up and look at the barn ', 'its color you look out of this ', 'said ill go look out the other ', 'two of them look at me then ', 'did not even look over it i ', 'not want to look conspicuous i knew ', 'said but ill look after you isnt ', 'wont wash please look the other way ', 'realized anything before look at the houses ', 'the street to look for her the ', 'time catherine said look lets go some ', 'i know it look at it snow ', 'now id rather look at you darling ', 'she did not look big with the ', 'catherines born i look too big and ', 'and maybe id look lovely darling and ', 'make this room look like something like ', 'and then you look after it and ', 'saw the nurse look at me strangely ', 'what does he look like he looks ', 'catherine did not look up when i ']","{1, 3, 4, 8, 9, 10, 12, 14, 15, 18, 19, 20, 21, 23, 25, 28, 30, 31, 34, 35, 37, 38, 39, 41}"
